613
-4	-12
-4	-13
-3	-10
-2	-7
-3	-11
-1	-4
-2	-8
-3	-12
-3	-13
-2	-9
-1	-5
-2	-10
-2	-11
-1	-6
-2	-12
-2	-13
-1	-7
-1	-8
-1	-9
-1	-10
-1	-11
-1	-12
-1	-13
0	-1
0	-2
0	-3
0	-4
0	-5
0	-6
0	-7
0	-8
0	-9
0	-10
0	-11
0	-12
0	-13
0	-14
1	-13
1	-12
1	-11
1	-10
1	-9
1	-8
1	-7
2	-13
1	-6
2	-12
2	-11
1	-5
2	-10
2	-9
3	-13
1	-4
2	-8
3	-12
3	-11
2	-7
3	-10
4	-13
1	-3
2	-6
3	-9
4	-12
4	-11
3	-8
5	-13
2	-5
4	-10
5	-12
3	-7
4	-9
5	-11
1	-2
2	-4
3	-6
4	-8
5	-10
6	-12
6	-11
5	-9
4	-7
7	-12
3	-5
6	-10
5	-8
7	-11
2	-3
4	-6
6	-9
7	-10
5	-7
8	-11
3	-4
6	-8
7	-9
4	-5
8	-10
5	-6
6	-7
7	-8
8	-9
9	-10
1	-1
2	-2
3	-3
4	-4
5	-5
6	-6
7	-7
8	-8
9	-9
10	-9
9	-8
8	-7
7	-6
6	-5
5	-4
10	-8
9	-7
4	-3
8	-6
11	-8
7	-5
10	-7
3	-2
6	-4
9	-6
11	-7
8	-5
5	-3
10	-6
12	-7
7	-4
9	-5
11	-6
2	-1
4	-2
6	-3
8	-4
10	-5
12	-6
11	-5
9	-4
7	-3
12	-5
5	-2
10	-4
13	-5
8	-3
11	-4
3	-1
6	-2
9	-3
12	-4
13	-4
10	-3
7	-2
11	-3
4	-1
8	-2
12	-3
13	-3
9	-2
5	-1
10	-2
11	-2
6	-1
12	-2
13	-2
7	-1
8	-1
9	-1
10	-1
11	-1
12	-1
13	-1
