797
-13	-6
-2	-1
-4	-2
-6	-3
-8	-4
-10	-5
-12	-6
-14	-7
-13	-7
-11	-6
-9	-5
-7	-4
-12	-7
-5	-3
-10	-6
-13	-8
-8	-5
-11	-7
-3	-2
-6	-4
-9	-6
-12	-8
-13	-9
-10	-7
-7	-5
-11	-8
-4	-3
-8	-6
-12	-9
-9	-7
-5	-4
-10	-8
-11	-9
-6	-5
-12	-10
-7	-6
-8	-7
-9	-8
-10	-9
-11	-10
-1	-1
-2	-2
-3	-3
-4	-4
-5	-5
-6	-6
-7	-7
-8	-8
-9	-9
-10	-10
-11	-11
-10	-11
-9	-10
-8	-9
-7	-8
-6	-7
-5	-6
-10	-12
-9	-11
-4	-5
-8	-10
-7	-9
-3	-4
-6	-8
-9	-12
-8	-11
-5	-7
-7	-10
-9	-13
-2	-3
-4	-6
-6	-9
-8	-12
-7	-11
-5	-8
-8	-13
-3	-5
-6	-10
-7	-12
-4	-7
-5	-9
-6	-11
-7	-13
-1	-2
-2	-4
-3	-6
-4	-8
-5	-10
-6	-12
-7	-14
-6	-13
-5	-11
-4	-9
-3	-7
-6	-14
-5	-12
-2	-5
-4	-10
-5	-13
-3	-8
-4	-11
-5	-14
-1	-3
-2	-6
-3	-9
-4	-12
-5	-15
-4	-13
-3	-10
-2	-7
-4	-14
-3	-11
-4	-15
-1	-4
-2	-8
-3	-12
-3	-13
-2	-9
-3	-14
-1	-5
-2	-10
-3	-15
-2	-11
-1	-6
-2	-12
-2	-13
-1	-7
-2	-14
-2	-15
-1	-8
-1	-9
-1	-10
-1	-11
-1	-12
-1	-13
-1	-14
-1	-15
0	-1
0	-2
0	-3
0	-4
0	-5
0	-6
0	-7
0	-8
0	-9
0	-10
0	-11
0	-12
0	-13
0	-14
0	-15
0	-16
1	-15
1	-14
1	-13
1	-12
1	-11
1	-10
1	-9
1	-8
2	-15
1	-7
2	-14
2	-13
1	-6
2	-12
2	-11
1	-5
2	-10
3	-15
3	-14
2	-9
3	-13
1	-4
2	-8
3	-12
4	-15
3	-11
2	-7
4	-14
3	-10
4	-13
1	-3
2	-6
3	-9
4	-12
5	-15
5	-14
4	-11
3	-8
5	-13
2	-5
4	-10
5	-12
3	-7
6	-14
4	-9
5	-11
6	-13
1	-2
2	-4
3	-6
4	-8
5	-10
6	-12
7	-14
7	-13
6	-11
5	-9
4	-7
7	-12
3	-5
6	-10
8	-13
5	-8
7	-11
2	-3
4	-6
6	-9
8	-12
9	-13
7	-10
5	-7
8	-11
3	-4
6	-8
9	-12
7	-9
4	-5
8	-10
9	-11
5	-6
10	-12
6	-7
7	-8
8	-9
9	-10
10	-11
1	-1
2	-2
3	-3
4	-4
5	-5
6	-6
7	-7
8	-8
9	-9
10	-10
11	-11
11	-10
10	-9
9	-8
8	-7
7	-6
6	-5
12	-10
11	-9
5	-4
10	-8
9	-7
4	-3
8	-6
12	-9
11	-8
7	-5
10	-7
13	-9
3	-2
6	-4
9	-6
12	-8
11	-7
8	-5
13	-8
5	-3
10	-6
12	-7
7	-4
9	-5
11	-6
13	-7
2	-1
4	-2
6	-3
8	-4
10	-5
12	-6
14	-7
13	-6
11	-5
9	-4
7	-3
14	-6
12	-5
5	-2
10	-4
13	-5
8	-3
11	-4
14	-5
3	-1
6	-2
9	-3
12	-4
15	-5
13	-4
10	-3
7	-2
14	-4
11	-3
15	-4
4	-1
8	-2
12	-3
13	-3
9	-2
14	-3
5	-1
10	-2
15	-3
11	-2
6	-1
12	-2
13	-2
7	-1
14	-2
15	-2
8	-1
9	-1
10	-1
11	-1
12	-1
13	-1
14	-1
15	-1
